yr,rgCode,rgDesc,rtCode,rtTitle,ptCode,ptTitle,cmdCode,cmdDescE,TradeValue
2013,1,Import,586,Pakistan,800,Uganda,09,"Coffee, tea, mate and spices",5658049
2008,2,Export,616,Poland,208,Denmark,22,"Beverages, spirits and vinegar",6625873
2005,1,Import,276,Germany,70,Bosnia Herzegovina,18,Cocoa and cocoa preparations,2000
2002,1,Import,12,Algeria,344,"China, Hong Kong SAR",16,"Preparations of meat, of fish or of crustaceans",2415
2001,2,Export,703,Slovakia,20,Andorra,40,Rubber and articles thereof,90
2012,2,Export,360,Indonesia,682,Saudi Arabia,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",34409319
2018,1,Import,757,Switzerland,604,Peru,24,Tobacco and manufactured tobacco substitutes,482
2006,1,Import,203,Czechia,490,"Other Asia, nes",39,Plastics and articles thereof,19585573
2012,2,Export,480,Mauritius,450,Madagascar,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1148421
2006,1,Import,404,Kenya,231,Ethiopia,82,"Tools, implements, cutlery, spoons and forks, of base metal",50172
1999,1,Import,381,Italy,233,Estonia,41,Raw hides and skins (other than furskins) and leather,1840655
2011,1,Import,528,Netherlands,76,Brazil,63,Other made up textile articles; sets; worn clothing and worn textile articles; rags,181483
1991,2,Export,170,Colombia,558,Nicaragua,96,Miscellaneous manufactured articles,16548
1996,2,Export,156,China,408,Dem. People's Rep. of Korea,71,"Pearls, precious stones, metals, coins, etc",4038
2017,1,Import,634,Qatar,50,Bangladesh,07,Vegetables and certain roots and tubers; edible,4131409
2000,1,Import,524,Nepal,36,Australia,51,"Wool, animal hair, horsehair yarn and fabric thereof",11940
2014,2,Export,320,Guatemala,192,Cuba,97,Works of art; collectors' pieces and antiques,5
2013,2,Export,710,South Africa,270,Gambia,22,"Beverages, spirits and vinegar",384079
2017,1,Import,854,Burkina Faso,300,Greece,20,"Preparations of vegetables, fruit, nuts or other parts of plants",4622
2019,2,Export,152,Chile,222,El Salvador,40,Rubber and articles thereof,63911
2013,2,Export,40,Austria,214,Dominican Rep.,22,"Beverages, spirits and vinegar",930807
2000,1,Import,270,Gambia,686,Senegal,49,"Printed books, newspapers, pictures etc",8772
2018,2,Export,586,Pakistan,757,Switzerland,62,Apparel and clothing accessories; not knitted or crocheted,4557347
2007,2,Export,152,Chile,76,Brazil,22,"Beverages, spirits and vinegar",51248807
2017,1,Import,275,State of Palestine,704,Viet Nam,40,Rubber and articles thereof,604
2012,2,Export,384,Côte d'Ivoire,704,Viet Nam,39,Plastics and articles thereof,64719
2001,1,Import,36,Australia,381,Italy,23,"Residues, wastes of food industry, animal fodder",1291
1997,2,Export,404,Kenya,716,Zimbabwe,08,"Edible fruit, nuts, peel of citrus fruit, melons",670
2009,1,Import,100,Bulgaria,218,Ecuador,44,Wood and articles of wood; wood charcoal,634
1994,2,Export,156,China,528,Netherlands,91,Clocks and watches and parts thereof,6879011
2004,1,Import,208,Denmark,203,Czechia,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",811163
1989,2,Export,699,India,768,Togo,42,"Articles of leather, animal gut, harness, travel good",1368
2009,1,Import,156,China,417,Kyrgyzstan,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",42264
2017,2,Export,156,China,258,French Polynesia,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",437734
2018,1,Import,156,China,348,Hungary,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",232
2009,2,Export,579,Norway,24,Angola,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",3791
1996,1,Import,496,Mongolia,124,Canada,90,"Optical, photo, technical, medical, etc apparatus",856
2001,1,Import,764,Thailand,348,Hungary,16,"Meat, fish and seafood food preparations nes",6738
2012,2,Export,620,Portugal,40,Austria,07,Vegetables and certain roots and tubers; edible,1256054
1990,1,Import,300,Greece,788,Tunisia,64,"Footwear, gaiters and the like, parts thereof",56177
1993,1,Import,300,Greece,8,Albania,84,"Nuclear reactors, boilers, machinery, etc",335315
2008,1,Import,634,Qatar,48,Bahrain,20,"Preparations of vegetables, fruit or nuts",539403
2008,2,Export,716,Zimbabwe,454,Malawi,01,Live animals; animal products,65574
1992,2,Export,348,Hungary,724,Spain,95,"Toys, games, sports requisites",125000
2002,2,Export,112,Belarus,643,Russian Federation,70,Glass and glassware,73770500
2014,2,Export,320,Guatemala,591,Panama,55,Man-made staple fibres,191776
2012,2,Export,112,Belarus,862,Venezuela,95,"Toys, games and sports requisites; parts and accessories thereof",1000
1996,2,Export,156,China,76,Brazil,50,Silk,27137
2008,1,Import,528,Netherlands,288,Ghana,18,Cocoa and cocoa preparations,527729280
2019,1,Import,56,Belgium,490,"Other Asia, nes",68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",347797
2007,1,Import,608,Philippines,699,India,74,Copper and articles thereof,7942806
2013,1,Import,398,Kazakhstan,604,Peru,20,"Preparations of vegetables, fruit, nuts or other parts of plants",158
2011,2,Export,188,Costa Rica,659,Saint Kitts and Nevis,21,Miscellaneous edible preparations,333162
2018,2,Export,36,Australia,96,Brunei Darussalam,64,Footwear; gaiters and the like; parts of such articles,16580
2000,1,Import,234,Faeroe Isds,208,Denmark,64,"Footwear, gaiters and the like, parts thereof",454474
2001,1,Import,699,India,276,Germany,39,Plastics and articles thereof,86713640
2008,2,Export,410,Rep. of Korea,490,"Other Asia, nes",58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,1750016
2007,1,Import,276,Germany,458,Malaysia,26,"Ores, slag and ash",4885000
2005,2,Export,710,South Africa,156,China,71,"Natural or cultured pearls, precious or semi-precious stones",10587750
2016,1,Import,196,Cyprus,642,Romania,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",73608
2017,2,Export,975,ASEAN,512,Oman,44,Wood and articles of wood; wood charcoal,57620500
2017,1,Import,40,Austria,156,China,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",11516239
2009,2,Export,826,United Kingdom,643,Russian Federation,13,"Lac; gums, resins and other vegetable saps and extracts",792145
2018,1,Import,975,ASEAN,40,Austria,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",2709174
2004,1,Import,842,USA,116,Cambodia,39,Plastics and articles thereof,4302351
2016,1,Import,398,Kazakhstan,31,Azerbaijan,29,Organic chemicals,58561
2002,1,Import,32,Argentina,490,"Other Asia, nes",29,Organic chemicals,5356822
2014,1,Import,156,China,757,Switzerland,29,Organic chemicals,572125104
1994,1,Import,470,Malta,792,Turkey,44,"Wood and articles of wood, wood charcoal",24990
2007,1,Import,276,Germany,757,Switzerland,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",290342000
2013,1,Import,144,Sri Lanka,56,Belgium,37,Photographic or cinematographic goods,1015080
2009,1,Import,124,Canada,780,Trinidad and Tobago,21,Miscellaneous edible preparations,684295
2016,2,Export,124,Canada,690,Seychelles,70,Glass and glassware,3663
2009,2,Export,894,Zambia,454,Malawi,58,Special woven fabrics; tufted textile fabrics; lace; tapestries; trimmings; embroidery,536
2011,1,Import,554,New Zealand,156,China,50,Silk,2365537
2015,2,Export,203,Czechia,48,Bahrain,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",8238
2010,1,Import,76,Brazil,858,Uruguay,16,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates",5365825
1998,2,Export,152,Chile,528,Netherlands,05,"Products of animal origin, nes",18317
2010,2,Export,276,Germany,70,Bosnia Herzegovina,68,"Articles of stone, plaster, cement, asbestos, mica or similar materials",3759035
2015,1,Import,894,Zambia,858,Uruguay,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",219
1994,1,Import,792,Turkey,579,Norway,54,manmade filaments,92232
2005,2,Export,191,Croatia,203,Czechia,32,Tanning or dyeing extracts,372620
2016,2,Export,724,Spain,132,Cabo Verde,37,Photographic or cinematographic goods,2504
2018,1,Import,643,Russian Federation,76,Brazil,29,Organic chemicals,11574969
2001,1,Import,376,Israel,381,Italy,14,"Vegetable plaiting materials, vegetable products nes",23000
1992,2,Export,528,Netherlands,414,Kuwait,71,"Pearls, precious stones, metals, coins, etc",17227
2003,2,Export,376,Israel,764,Thailand,88,"Aircraft, spacecraft, and parts thereof",1718000
2011,1,Import,56,Belgium,276,Germany,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",3762287549
1996,2,Export,484,Mexico,862,Venezuela,35,"Albuminoids, modified starches, glues, enzymes",291431
2006,1,Import,222,El Salvador,246,Finland,79,Zinc and articles thereof,158
2014,1,Import,826,United Kingdom,116,Cambodia,30,Pharmaceutical products,2266
2009,2,Export,724,Spain,152,Chile,21,Miscellaneous edible preparations,5948876
2006,2,Export,554,New Zealand,574,Norfolk Isds,93,Arms and ammunition; parts and accessories thereof,9728
2008,2,Export,826,United Kingdom,634,Qatar,79,Zinc and articles thereof,202768
2017,2,Export,203,Czechia,804,Ukraine,41,Raw hides and skins (other than furskins) and leather,399008
2001,2,Export,208,Denmark,276,Germany,03,"Fish, crustaceans, molluscs, aquatic invertebrates nes",428189397
2017,1,Import,554,New Zealand,562,Niger,40,Rubber and articles thereof,3350
2018,1,Import,528,Netherlands,682,Saudi Arabia,65,Headgear and parts thereof,301
2014,2,Export,784,United Arab Emirates,562,Niger,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",851134
2005,2,Export,642,Romania,100,Bulgaria,96,Miscellaneous manufactured articles,394910
2008,1,Import,818,Egypt,528,Netherlands,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",5265341
2001,1,Import,484,Mexico,528,Netherlands,16,"Meat, fish and seafood food preparations nes",28668
2004,2,Export,97,EU-28,454,Malawi,52,Cotton,13730
2005,2,Export,276,Germany,178,Congo,06,Live trees and other plants;,9000
2014,2,Export,56,Belgium,348,Hungary,93,Arms and ammunition; parts and accessories thereof,101540
2019,1,Import,203,Czechia,586,Pakistan,41,Raw hides and skins (other than furskins) and leather,2449
2000,2,Export,276,Germany,212,Dominica,29,Organic chemicals,220000
2017,1,Import,360,Indonesia,418,Lao People's Dem. Rep.,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",8748
2004,2,Export,44,Bahamas,0,World,23,Residues and waste from the food industries,8747
2005,2,Export,702,Singapore,24,Angola,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",119070
2015,2,Export,36,Australia,837,Bunkers,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",307155
2016,1,Import,56,Belgium,276,Germany,61,Apparel and clothing accessories; knitted or crocheted,377509429
2014,2,Export,826,United Kingdom,50,Bangladesh,29,Organic chemicals,4205461
2018,1,Import,246,Finland,784,United Arab Emirates,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",1929
1999,1,Import,512,Oman,752,Sweden,44,"Wood and articles of wood, wood charcoal",1365929
1995,1,Import,320,Guatemala,188,Costa Rica,95,"Toys, games, sports requisites",66110
2010,1,Import,608,Philippines,392,Japan,81,Other base metals; cermets; articles thereof,6826100
2015,1,Import,152,Chile,36,Australia,78,Lead and articles thereof,1717666
2011,1,Import,400,Jordan,620,Portugal,62,"Articles of apparel and clothing accessories, not knitted or crocheted",2047678
2003,2,Export,251,France,757,Switzerland,40,Rubber and articles thereof,72577271
1988,2,Export,620,Portugal,174,Comoros,84,"Nuclear reactors, boilers, machinery, etc",891
2008,1,Import,528,Netherlands,624,Guinea-Bissau,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",1473
2000,2,Export,56,Belgium,348,Hungary,18,Cocoa and cocoa preparations,1097575
2015,1,Import,156,China,381,Italy,60,Fabrics; knitted or crocheted,53616589
2008,2,Export,702,Singapore,748,Eswatini,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",3208
2007,1,Import,462,Maldives,381,Italy,15,Animal or vegetable fats and oils,304856
2014,1,Import,975,ASEAN,112,Belarus,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",38
2004,1,Import,90,Solomon Isds,826,United Kingdom,42,Articles of leather; saddlery and harness,32
2008,1,Import,862,Venezuela,320,Guatemala,44,Wood and articles of wood; wood charcoal,6883
2018,2,Export,620,Portugal,31,Azerbaijan,61,Apparel and clothing accessories; knitted or crocheted,48152
2018,2,Export,376,Israel,320,Guatemala,54,Man-made filaments; strip and the like of man-made textile materials,694000
2006,1,Import,826,United Kingdom,8,Albania,99,Commodities not specified according to kind,580465
2008,2,Export,203,Czechia,792,Turkey,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",2186
2008,1,Import,579,Norway,300,Greece,55,Man-made staple fibres,291
2005,1,Import,620,Portugal,233,Estonia,61,"Articles of apparel and clothing accessories, knitted or crocheted",11149
2006,2,Export,504,Morocco,414,Kuwait,04,Dairy produce; birds eggs; natural honey;,3078708
2008,1,Import,268,Georgia,203,Czechia,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1623
2016,1,Import,392,Japan,804,Ukraine,38,Chemical products n.e.c.,484201
2001,1,Import,242,Fiji,842,USA,71,"Pearls, precious stones, metals, coins, etc",118227
1992,1,Import,300,Greece,100,Bulgaria,56,"Wadding, felt, nonwovens, yarns, twine, cordage, etc",185238
2015,1,Import,304,Greenland,0,World,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",444631
2009,2,Export,231,Ethiopia,384,Côte d'Ivoire,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles",2730
2000,1,Import,251,France,392,Japan,50,Silk,454766
2017,2,Export,450,Madagascar,251,France,64,Footwear; gaiters and the like; parts of such articles,47369
2003,1,Import,170,Colombia,620,Portugal,08,Edible fruit and nuts; peel of citrus fruit or melons,19075
2015,1,Import,156,China,646,Rwanda,62,Apparel and clothing accessories; not knitted or crocheted,791
2006,1,Import,659,Saint Kitts and Nevis,764,Thailand,39,Plastics and articles thereof,15688
2007,2,Export,152,Chile,218,Ecuador,22,"Beverages, spirits and vinegar",7125028
2017,2,Export,40,Austria,368,Iraq,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5754251
2002,2,Export,36,Australia,591,Panama,22,"Beverages, spirits and vinegar",23268
1996,2,Export,711,So. African Customs Union,288,Ghana,65,Headgear and parts thereof,30723
2011,1,Import,276,Germany,50,Bangladesh,89,"Ships, boats and floating structures",63174795
1991,2,Export,699,India,414,Kuwait,79,Zinc and articles thereof,9469
2013,1,Import,52,Barbados,381,Italy,45,Cork and articles of cork,2135
2014,2,Export,124,Canada,344,"China, Hong Kong SAR",25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",163868
2008,1,Import,484,Mexico,442,Luxembourg,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",27
1998,1,Import,682,Saudi Arabia,36,Australia,25,"Salt, sulphur, earth, stone, plaster, lime and cement",4677195
2003,1,Import,36,Australia,702,Singapore,52,Cotton,892164
2012,1,Import,152,Chile,757,Switzerland,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,64
2015,1,Import,381,Italy,260,Fr. South Antarctic Terr.,44,Wood and articles of wood; wood charcoal,5983
2002,2,Export,620,Portugal,792,Turkey,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",767991
2011,2,Export,757,Switzerland,524,Nepal,62,"Articles of apparel and clothing accessories, not knitted or crocheted",6311
2018,1,Import,70,Bosnia Herzegovina,616,Poland,09,"Coffee, tea, mate and spices",28330
2017,1,Import,478,Mauritania,156,China,72,Iron and steel,3458054
1997,2,Export,288,Ghana,276,Germany,52,Cotton,4004
2018,2,Export,842,USA,699,India,69,Ceramic products,25150770
2012,1,Import,826,United Kingdom,686,Senegal,39,Plastics and articles thereof,12044
2014,2,Export,12,Algeria,842,USA,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",771
2017,2,Export,804,Ukraine,112,Belarus,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",14407000
2005,1,Import,826,United Kingdom,780,Trinidad and Tobago,27,"Mineral fuels, mineral oils and products of their distillation",31959675
1989,2,Export,757,Switzerland,58,Belgium-Luxembourg,21,Miscellaneous edible preparations,3854458
1999,2,Export,344,"China, Hong Kong SAR",112,Belarus,96,Miscellaneous manufactured articles,142071
2006,1,Import,760,Syria,32,Argentina,40,Rubber and articles thereof,14000
2005,1,Import,246,Finland,192,Cuba,85,Electrical machinery and equipment and parts thereof; sound recorders and r ...,15239
1999,2,Export,757,Switzerland,191,Croatia,85,"Electrical, electronic equipment",7028912
2007,1,Import,120,Cameroon,512,Oman,19,"Preparations of cereals, flour, starch or milk; bakers' wares",66532
1992,1,Import,328,Guyana,862,Venezuela,24,Tobacco and manufactured tobacco substitutes,397698
2006,1,Import,554,New Zealand,156,China,52,Cotton,5787036
2006,1,Import,470,Malta,826,United Kingdom,75,Nickel and articles thereof,224892
2017,2,Export,40,Austria,12,Algeria,70,Glass and glassware,260871
2000,2,Export,32,Argentina,826,United Kingdom,28,"Inorganic chemicals, precious metal compound, isotopes",5210476
2007,1,Import,360,Indonesia,554,New Zealand,38,Miscellaneous chemical products,1446612
2010,2,Export,410,Rep. of Korea,192,Cuba,38,Miscellaneous chemical products,95552
2016,2,Export,764,Thailand,710,South Africa,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",277
2005,2,Export,842,USA,694,Sierra Leone,27,"Mineral fuels, mineral oils and products of their distillation",103206
2007,1,Import,512,Oman,724,Spain,74,Copper and articles thereof,3066736
2018,2,Export,31,Azerbaijan,634,Qatar,09,"Coffee, tea, mate and spices",21184
2000,1,Import,702,Singapore,530,Neth. Antilles,99,Commodities not elsewhere specified,1455571
2006,2,Export,251,France,116,Cambodia,87,Vehicles other than railway or tramway rolling stock,3807448
2007,1,Import,591,Panama,124,Canada,69,Ceramic products,172
2002,1,Import,108,Burundi,566,Nigeria,54,manmade filaments,439
2011,2,Export,344,"China, Hong Kong SAR",430,Liberia,71,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metals cladwith precious metal, and articles thereof; imitation jewellery; coin",17100
1998,2,Export,376,Israel,68,Bolivia (Plurinational State of),68,"Stone, plaster, cement, asbestos, mica, etc articles",8000
2003,1,Import,300,Greece,292,Gibraltar,85,Electrical machinery and equipment and parts thereof; sound recorders and r ...,3891
